"ndvi","slope","twi","dem","su"
"0.52200919389725","37.457134246826","4.5838799476624","1037","3.1230001449585"
"0.69397217035294","19.633651733398","7.194046497345","1004","3.1129999160767"
"0.10752341151237","18.192077636719","6.2035007476807","663","3.5699999332428"
"0.28033474087715","25.362777709961","4.3708066940308","668","3.2400000095367"
"0.12383177876472","19.946575164795","7.4905600547791","664","3.6000001430511"
"0.51767843961716","26.114883422852","5.3180770874023","915","2.9800000190735"
"0.099776282906532","23.40943145752","7.6669635772705","680","3.3899998664856"
"0.1204781383276","28.591604232788","5.5305428504944","686","3.289999961853"
"0.13637605309486","18.755121231079","3.6058514118195","683","3.4800000190735"
"0.13401187956333","30.335910797119","5.2587652206421","647","3.0599999427795"
"0.24050633609295","18.128732681274","4.7408967018127","620","3.4900000095367"
"0.40576496720314","29.283489227295","6.3622255325317","614","3.1299998760223"
"0.61732339859009","0","12.765687942505","593","2.335000038147"
"0.12096511572599","24.490411758423","6.1452488899231","625","2.9800000190735"
"0.13805970549583","15.134580612183","4.5264763832092","640","3.1900000572205"
"0.36406618356705","19.918956756592","5.1502585411072","1118","3.0299999713898"
"0.18147994577885","22.189765930176","5.9874505996704","656","3.3099999427795"
"0.27610349655151","15.116164207458","4.5277523994446","1079","3.1230001449585"
"0.1870653629303","15.316744804382","4.5139293670654","883","3.2999999523163"
"0.19274047017097","13.626708984375","5.8887267112732","656","2.664999961853"
"0.31995183229446","13.629504203796","5.3288979530334","715","3.018000125885"
"0.50592213869095","15.914067268372","4.4737110137939","714","2.8880000114441"
"0.45143282413483","6.5485081672668","5.7889633178711","705","2.9179999828339"
"0.38891044259071","11.604251861572","6.9991502761841","691","2.558000087738"
"0.40278795361519","14.396125793457","5.2719316482544","682","2.4980001449585"
"0.30570757389069","29.762445449829","5.6495823860168","649","2.768000125885"
"0.47623604536057","13.049191474915","5.3740215301514","673","3.1154999732971"
"0.33599042892456","12.081152915955","5.8590927124023","689","2.4754998683929"
"0.63071554899216","4.3843064308167","8.0384092330933","726","3.1854999065399"
"0.26811915636063","15.314764976501","5.7668280601501","704","2.7979998588562"
"0.55441826581955","13.582530975342","5.8920993804932","686","2.7379999160767"
"0.4422735273838","9.7605514526367","4.2858672142029","661","2.7179999351501"
"0.44126984477043","13.142902374268","5.9262261390686","639","2.7400000095367"
"0.39451637864113","8.6055898666382","5.1071314811707","599","2.6300001144409"
"0.33812209963799","12.85608291626","6.4880628585815","650","2.664999961853"
"0.16489571332932","9.0436658859253","4.3635377883911","654","2.7249999046326"
"0.39634147286415","20.269756317139","4.6204566955566","656","2.8250000476837"
"0.20603835582733","12.259854316711","5.6616368293762","650","2.4700000286102"
"0.25051334500313","13.961393356323","3.9175889492035","646","2.9200000762939"
"0.38319823145866","23.679164886475","4.0431904792786","670","2.8599998950958"
"0.1122041195631","31.49623298645","3.0155918598175","641","3.2999999523163"
"0.19922630488873","22.175443649292","6.6813125610352","624","3.0599999427795"
"0.18175438046455","16.801406860352","6.7189726829529","621","3.4800000190735"
"0.13416694104671","13.602897644043","6.9403653144836","628","2.8650000095367"
"0.33177933096886","15.984781265259","7.3022527694702","561","3.5199999809265"
"0.12888889014721","26.987913131714","3.8936731815338","570","3.6100001335144"
"0.095406360924244","4.7446975708008","5.0146389007568","630","2.7999999523163"
"0.42379957437515","21.629703521729","4.5493502616882","627","3.1299998760223"
